id,SMILES,FFV,smiles_len,count_star,count_C,count_O,count_N,count_equal,split,MolWt,NumValenceElectrons,TPSA
639770063,*CC(*)(C)C(=O)OCCC1CC[N+](C)(CCCCCCOc2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)CC1,0.36107045,75,2,18,5,4,3,valid,537.681,210,103.39
639796745,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(Oc4ccc(NC(=O)c5ccc(NC(=O)Nc6ccc(Cc7ccc(NC(=O)Nc8ccc(C(=O)Nc9ccc(Oc%10ccc(NC(=O)c%11ccc(N%12C(=O)c%13ccc(*)cc%13C%12=O)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc1)C2=O,0.34916316,208,2,12,13,10,11,train,1413.4289999999999,520,308.94999999999993
639845225,*c1ccc(-c2ccc3nc(Oc4cc(-c5ccccc5)c5cc(*)ccc5n4)cc(-c4ccccc4)c3c2)cc1,0.39441053,68,2,0,1,0,0,valid,498.5850000000002,182,35.010000000000005
639994792,*OC(C)C(*)=O,0.34796841,12,2,3,2,0,1,train,72.06299999999999,28,26.3
640271931,*c1ccc(Oc2ccc(-c3c(-c4ccccc4)nc4ccc(Oc5ccc6nc(-c7ccccc7)c(*)c(-c7ccccc7)c6c5)cc4c3-c3ccccc3)cc2)cc1,0.39811449,99,2,0,2,0,0,valid,742.8780000000003,272,44.24
640368237,*C=C(C#N)c1ccc(-c2ccc(C=CC3=CC(=C(C#N)C#N)C=C(C=Cc4ccc(-c5ccc(C(C#N)=Cc6cc(C=C(C#N)c7ccc(-c8ccc(C=CC9=CC(=C(C#N)C#N)C=C(C=Cc%10ccc(-c%11ccc(C(C#N)=C*)cc%11)s%10)O9)s8)cc7)c7c(c6)C(CC)(CC)c6cc(*)ccc6-7)cc5)s4)O3)s2)cc1,0.40990352,217,3,41,2,8,14,train,1444.7849999999992,503,208.77999999999994
640690307,*C(=O)c1cc2c(cc1Cl)C(=O)N(c1cccc(N3C(=O)c4cc(*)c(Cl)cc4C3=O)c1)C2=O,0.38683576,67,2,7,5,2,5,train,463.23200000000026,154,91.83000000000001
641501724,*Nc1ccc(NC(=O)c2ccc(NC(=O)CCCCCCCCCCC(=O)Nc3ccc(C(*)=O)cc3)cc2)cc1C(=O)OCCCCCCCCCCCC,0.35299755,84,2,27,6,4,5,train,752.9969999999996,296,142.69999999999996
642211921,*NC[C@H]1CC[C@H](CN*)CC1,0.33898524,24,2,8,0,2,0,train,140.23,58,24.06
642330071,*Oc1ccc(-c2ccc(OC(=O)c3cc(N=Nc4ccc(OCC)cc4)ccc3-c3ccc(N=Nc4ccc(OCC)cc4)cc3C(*)=O)cc2)cc1,0.37270172,88,2,6,6,4,4,train,688.7400000000001,256,120.5
642473337,*c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(NC(=O)c4cccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c4)cc3)c1)C2=O,0.35936185,109,2,9,6,4,6,train,754.5990000000005,274,132.95999999999998
642535209,*CCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0.35003142,41,2,8,4,0,2,valid,324.37600000000003,124,52.60000000000001
642639550,*c1nc(C)nc(N(CCCCN(*)c2ccccc2)c2ccccc2)n1,0.39040149,41,2,5,0,2,0,train,331.423,126,45.150000000000006
642668949,*Oc1cccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)c2)c1,0.35172352,71,2,3,5,2,3,train,526.5480000000003,194,93.72999999999999
642673445,*CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3cccc(NC(=O)CCCCCCC(=O)Nc4cccc(O*)c4)c3)cc2)cc1,0.33977526,83,2,17,8,2,2,train,696.8410000000003,270,135.57999999999998
643189465,*Nc1c(-c2ccccc2)cc(-c2ccc(-c3cc(-c4ccccc4)c(NC(=O)c4ccc(C(*)=O)cc4)c(-c4ccccc4)c3)cc2)cc1-c1ccccc1,0.38237528,98,2,2,2,2,2,valid,694.8340000000003,256,58.199999999999996
643385335,*CC(*)OC(F)(C(F)(F)F)C(F)(F)F,0.33430951,29,2,5,1,0,0,train,212.06399999999996,78,9.23
643400948,*O[Si](C)(C)c1ccc([Si](*)(C)C)cc1,0.42793636,33,2,4,1,0,0,train,208.409,70,9.23
643664826,*CCC(C)CCOC(=O)CCCCC(=O)O*,0.34352817,26,2,12,4,0,2,train,228.28799999999993,92,52.60000000000001
644108438,*CC(OC(=O)OCC)C(COC(=O)O*)OC(=O)OCC,0.32380857,35,2,11,9,0,3,train,292.24,114,106.59000000000002
644505079,*Oc1ccc(S(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,0.37231355,56,2,3,3,0,1,train,426.5370000000001,154,35.53
644711726,*CC(*)C(=O)Oc1c(F)c(F)c(F)c(F)c1F,0.33973517,33,2,3,2,0,1,train,238.11099999999993,86,26.3
644898772,*Nc1ccc(CC(c2ccc(N)cc2)(c2ccc(N)cc2)c2ccc(N*)cc2)cc1,0.36495838,52,2,2,0,4,0,valid,392.5060000000001,148,76.1
645165602,*CC(*)(C)C(=O)OCCCCCCCCCCCCCC,0.38812321,29,2,18,2,0,1,train,282.4679999999999,118,26.3
646292703,*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)n4CCCCCCCCCCCC)s3)s2)s1,0.41937735,53,2,12,0,0,0,valid,479.78000000000037,168,4.93
646573750,*Oc1ccc(C(C)=Nc2ccc(N=C(C)c3ccc(Oc4ccc(C(C)(C)c5ccc(*)cc5)cc4)cc3)cc2)cc1,0.38124481,73,2,7,2,2,2,train,536.6750000000003,202,43.18000000000001
646596041,*Nc1cc(C2(c3ccc(O)c(N*)c3)c3ccccc3-c3ccccc32)ccc1O,0.3549773,50,2,1,2,2,0,valid,378.4310000000001,140,64.52
646682941,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3ccc(C(=O)c4cccc(N5C(=O)c6ccc(*)cc6C5=O)c4)cc3)c1)C2=O,0.36114859,91,2,7,7,2,7,valid,602.5580000000003,218,125.97
647076607,*CC(O)CN(C)S(=O)(=O)c1cccc(S(=O)(=O)N(C)CC(O)COc2ccc(S(=O)(=O)c3ccc(O*)cc3)cc2)c1,0.33964291,81,2,8,10,2,6,train,626.7310000000003,222,167.82
647273188,*CC(*)c1cc(C(=O)Oc2ccc(OCCCCCCCCCC)cc2)ccc1C(=O)Oc1ccc(OCCCCCCCCCC)cc1,0.37509747,70,2,24,6,0,2,train,656.9039999999998,260,71.06
647435977,*C(=O)NCCCCCCNC(=O)c1ncn(C)c1*,0.33524849,30,2,9,2,2,2,valid,250.30200000000002,98,76.02000000000001
647484326,*CCCCCCOC(=O)c1cc(OCCCCCCOc2ccc(N=Nc3ccc(C#N)cc3)cc2)cc(C(=O)OCCCCCCN2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,0.35510347,125,2,25,12,5,9,valid,1008.1189999999995,376,228.46999999999997
648079347,*CC1CCCC(CN2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)C1,0.35269829,59,2,12,4,2,4,train,400.4340000000002,150,74.76
648145091,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(Oc7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)c2)cc1,0.35833955,101,2,4,9,2,4,train,750.7190000000003,274,120.91
648159856,*Nc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1c-2cc(C(C)(C)C)c(N*)c1C(C)(C)C,0.39847901,67,2,9,0,2,0,train,456.6330000000003,174,24.06
648267860,*CCOCCOCCOC(=O)NCCCCCCNC(=O)O*,0.33323045,30,2,14,6,2,2,train,318.37,128,95.12000000000002
648602021,*c1ccc(Nc2ccc(C3(c4ccc(Nc5ccc(S(*)(=O)=O)cc5)c(F)c4)c4ccccc4-c4ccccc43)cc2F)cc1,0.40886141,79,2,1,2,2,2,train,598.6740000000002,214,58.199999999999996
648833303,*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,0.34689579,45,2,2,3,2,2,train,330.3430000000001,122,67.42999999999999
649508995,*CCCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,0.31700681,51,2,13,4,2,2,train,416.26500000000004,158,76.66000000000001
649600195,*CCCCCCCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,0.35477028,63,2,17,5,2,5,valid,486.5680000000003,186,91.83000000000001
650082699,*Oc1c(C)cc(*)cc1C(C)CCCCCC,0.41283959,26,2,9,1,0,0,train,218.3399999999999,88,9.23
650711958,*CC(CO*)(CSCC)CSCC,0.41686273,18,2,9,1,0,0,train,206.37599999999998,72,9.23
651742804,*CC(=O)NCCCCCCNC(=O)COC(=O)CCCCC(=O)O*,0.32189128,38,2,16,6,2,4,valid,342.39200000000017,136,110.8
651985897,*OS(=O)(=O)c1cc(S(=O)(=O)Oc2ccc(C3(c4ccc(*)cc4)CCCCC3)cc2)ccc1C,0.36712523,63,2,7,6,0,4,train,484.5950000000003,172,86.74000000000001
652006110,*Nc1cc(N*)c2ccc3cccc4ccc1c2c43,0.33628882,30,2,0,0,2,0,train,230.26999999999998,84,24.06
652579546,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5)cc4)n3)cc2)cc1,0.35683183,109,2,6,9,2,6,valid,775.7290000000002,282,149.48000000000002
652611709,*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)CC6CCC5C6)cc4)cc3)c2)cc1,0.36723415,79,2,9,4,2,2,valid,592.6950000000005,222,76.66
652803633,*Nc1ccc(/C=C/c2c3ccccc3c(/C=C/c3ccc(N*)cc3)c3ccccc23)cc1,0.3630577,56,2,4,0,2,2,train,410.5200000000001,152,24.06
652821562,*CCCCCCCCCOC(=O)CCC(=O)O*,0.3543665,25,2,13,4,0,2,train,242.31499999999997,98,52.60000000000001
654743416,*C(=O)Nc1ccc(-c2ccc(N3C(=O)CC(N4C(=O)c5ccc(*)cc5C4=O)C3=O)cc2)cc1,0.35106689,65,2,7,5,3,5,train,437.4110000000002,160,103.85999999999999
655941482,*Oc1ccc(OC(=O)c2ccc(C(C)(C)c3ccc(C(*)=O)cc3)cc2)cc1,0.35709066,51,2,5,4,0,2,train,358.3930000000001,134,52.6
656702107,*Oc1ccc(P(C)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,0.37833818,73,2,4,3,0,1,valid,548.4190000000001,196,35.53
657146499,*CCCCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,0.35494054,70,2,16,4,2,4,train,534.6560000000003,204,74.76
657445738,*CCOCCOCCOCCOCCOCCOC(=O)c1cc(OCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)cc(C(=O)O*)c1,0.34770487,74,2,21,12,0,2,train,710.8170000000005,278,126.44000000000004
658598412,*N=P(*)(C)C,0.35255216,11,2,2,0,1,1,train,75.051,24,12.36
658967063,*C(=O)NCCN(CCNC(=O)c1cccc(N2C(=O)c3ccc(*)cc3C2=O)c1)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,0.34009397,87,2,10,6,5,6,train,601.6190000000004,224,141.96
659061902,*C/C=C\C[Si](*)(C)c1ccccc1,0.37739733,26,2,5,0,0,1,train,174.31900000000002,62,0.0
659538579,*Nc1cc(-c2ccccc2N*)cc(-c2cc3cc4ccccc4cc3c3cc4ccccc4cc23)c1,0.36115778,58,2,0,0,2,0,train,458.5640000000002,168,24.06
659864655,*CCCCCCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,0.35035919,77,2,17,4,2,4,train,580.5250000000002,218,74.76
660205165,*Nc1ccc2c(c1-c1c(N*)ccc3c1CCCC3)CCCC2,0.36667006,37,2,8,0,2,0,valid,290.41,112,24.06
660253930,*c1ccc(-c2sc(-c3ccc(-c4cc(CCCC)c(*)s4)cc3)cc2CCCC)cc1,0.50077803,53,2,8,0,0,0,train,428.66600000000017,152,0.0
660384405,*Nc1ccc(-c2ccc(C3(c4ccc(-c5ccc(N*)cc5)cc4)CCCCC3)cc2)cc1,0.36004409,56,2,6,0,2,0,train,416.56800000000027,158,24.06
660515467,*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)(C)C)c3)cc1C(C)(C)C)C2=O,0.41254221,106,2,16,4,2,4,train,718.6939999999998,268,74.76
661619581,*C=Cc1sc(-c2ccc(-c3ccc(-c4sc(C=CC5=CC(=C(C#N)C#N)C=C(*)O5)c(CCCCCC)c4CCCCCC)s3)s2)c(CCCCCC)c1CCCCCC,0.42318746,99,2,36,1,2,5,train,859.3489999999993,310,56.81
661822184,*CC(=O)C(*)c1ccccc1,0.36460846,19,2,3,1,0,1,train,132.16199999999998,50,17.07
661865874,*C(C)=C(*)[Si](C)(C)CC[Si](C)(C)C,0.4237153,33,2,10,0,0,1,train,198.458,70,0.0
662156764,*Nc1cc(C)c(Cc2ccc(CCCCCCCCCCc3ccc(Cc4c(C)cc(N*)cc4C)cc3)cc2)c(C)c1,0.35745831,66,2,16,0,2,0,train,558.8540000000002,220,24.06
662815164,*Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1-c1cccc(C)c1,0.38304917,66,2,3,4,0,2,train,482.53500000000014,178,52.6
663037039,*Oc1ccc(C(C)(C)c2ccc(Oc3ccc4c(=O)n5c6cc(Oc7ccc8c(c7)nc7c9ccc(*)c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)cc2)cc1,0.38434287,112,2,3,5,0,2,train,778.8240000000001,284,96.42999999999999
663206655,*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1-c1cc(C)cc(C)c1,0.38469279,54,2,3,3,0,1,train,392.4540000000002,146,35.53
663564627,*C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)c(OCCCCCCS(=O)(=O)c2ccc(C=Cc3ccc(N(C)C)cc3)cc2)c1,0.3564308,135,2,16,10,5,9,valid,1006.1059999999998,370,188.79999999999998
663963917,*C(=O)NNC(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(=O)NNC(=O)c3ccc(*)o3)cc2)cc1,0.37010873,79,2,4,4,4,4,train,572.6530000000002,206,129.54000000000002
664013994,*NCCc1c2ccccc2c(N*)c2ccccc12,0.33811641,28,2,2,0,2,0,train,234.302,88,24.06
664173456,*CC(*)(C)C(=O)OCC(=O)Nc1cc(C)on1,0.3312576,32,2,7,3,1,2,train,224.21599999999998,86,81.43
664256549,*Nc1ccc(C2(c3ccc(N*)cc3)CCC([C@H]3CC[C@H](C)CC3)CC2)cc1,0.36506372,55,2,13,0,2,0,train,360.54500000000013,142,24.06
664408041,*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(*)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)c1,0.36836215,93,2,4,4,3,4,train,615.6090000000002,224,152.94
664447199,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC1=C(*)c2cccc3cccc1c23,0.41112209,79,2,12,6,0,1,train,536.9540000000002,180,55.38000000000001
664683374,*Nc1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1N*,0.34387937,36,2,0,0,2,0,train,306.368,112,24.06
664875746,*CC(*)(C)C(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(OCCCCCCCC)cc2)cc1,0.3596616,57,2,19,6,0,2,train,510.6710000000004,202,71.06
664999383,*CCCCCCCCCCCCOc1ccc(C(C)Cc2ccc(-c3ccc(O*)cc3)cc2)cc1,0.38201502,52,2,15,2,0,0,train,470.69700000000023,186,18.46
665327981,*C=C(*)C(CCCCC)[Si](C)(C)C,0.42424985,26,2,11,0,0,1,train,182.383,70,0.0
665803754,*CCCCCCCNC(=O)N*,0.34708922,16,2,8,1,2,1,train,156.229,64,41.13
666199912,*C([2H])([2H])C(*)([2H])C([2H])([2H])[2H],0.3861434,41,2,3,0,0,0,train,48.11761066799999,18,0.0
666249832,*CC=CC[Si](*)(C=C)C=C,0.40464632,21,2,8,0,0,3,valid,136.26999999999998,48,0.0
666714004,*Oc1c(C)cc(-c2cc(C)c(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)c(C)c2)cc1C,0.40345957,60,2,5,3,0,1,train,420.5080000000001,158,35.53
666813875,*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(-c2nc3ccc([N+](=O)[O-])cc3o2)cc1,0.34475093,74,2,7,6,4,3,train,517.4980000000003,194,149.07
667460496,*CCCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,0.34741734,59,2,13,5,2,5,train,430.4600000000002,162,91.83000000000001
667477556,*Nc1ccc(-c2ccc(-c3ccc(N*)cc3)c3cc(C)ccc23)cc1,0.36429835,45,2,1,0,2,0,train,322.41100000000006,120,24.06
667584010,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(Sc7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1,0.36605169,101,2,4,8,2,4,train,766.7870000000003,274,111.68
667591489,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.34402774,78,2,9,8,2,5,valid,574.5450000000003,212,119.51999999999998
667840086,*CCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,0.35533448,50,2,28,6,2,4,train,510.71600000000046,208,110.8
668141599,*Oc1ccc(OC(=O)Oc2ccc(C(*)=O)cc2)cc1,0.33148318,35,2,2,5,0,2,valid,256.213,94,61.830000000000005
668621779,*Cc1cccc(CNC(=O)CCC2(CCC(=O)N*)c3ccccc3-c3ccccc32)c1,0.34266557,52,2,9,2,2,2,train,410.51700000000005,156,58.2
668704885,*c1ccc(Oc2ccc(-c3c(-c4ccccc4)c4c(c(-c5ccccc5)c3-c3ccccc3)C(=O)N(c3ccc(N5C(=O)c6c(c(-c7ccccc7)c(-c7ccccc7)c(*)c6-c6ccccc6)C5=O)cc3)C4=O)cc2)cc1,0.41683897,142,2,4,5,2,4,train,991.115,362,83.99000000000001
668824734,*CC(C)(CO)CO*,0.33612908,13,2,5,2,0,0,train,102.13299999999998,42,29.46
668903098,*C1CCC(CC2CCC(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)C(C)C2)CC1C,0.37632492,72,2,19,5,2,4,train,512.6060000000003,196,83.99000000000001
669620499,*CCSCc1ccc(Cc2ccc(CSCCOC(=O)CSCc3ccc(Cc4ccc(CSCC(=O)O*)cc4)cc3)cc2)cc1,0.36564834,70,2,14,4,0,2,train,689.0020000000003,240,52.60000000000001
669636470,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,0.36159124,99,2,4,8,2,4,train,734.7200000000003,268,111.68
669639800,*NC1CCC(CC2CCC(NC(=O)CCCCC(*)=O)CC2)CC1,0.35191825,39,2,19,2,2,2,train,320.47700000000015,130,58.199999999999996
670004959,*OC(COC(=O)c1ccc(C(*)=O)c(OC)c1)COc1ccc(N=Nc2ccc(C#N)cc2)cc1,0.35609742,60,2,7,6,3,3,train,457.4420000000001,170,119.57
670279906,*C(=O)Nc1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(C7(c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)CC8CC7C7CCCC87)cc6)cc4)C5=O)cc3)cc2C(C)(C)C)cc1,0.38634779,176,2,24,10,4,6,train,1219.4039999999993,458,169.87999999999997
670455816,*CCOCO*,0.34034968,7,2,3,2,0,0,train,74.079,30,18.46
670472475,*c1cccc(N2C(=O)c3ccc(Oc4cc5ccccc5cc4Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,0.37256174,72,2,4,6,2,4,train,524.4880000000004,190,93.22
670589484,*Nc1ccc2cccc(-c3cccc4ccc(N*)cc34)c2c1,0.35323413,37,2,0,0,2,0,train,282.34600000000006,104,24.06
670939419,*CCc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(CCOC(=O)c4cccc(C(=O)O*)c4)cc3)c2)cc1,0.34340117,70,2,8,6,2,4,train,534.5680000000003,200,110.8
671093250,*c1ccc(Oc2ccc(C(C)(c3ccccc3)c3ccc(Oc4ccc(-c5nc(-c6ccccn6)nnc5*)cc4)cc3)cc2)cc1,0.39778842,78,2,2,2,0,0,train,596.6900000000003,220,70.02000000000001
671188865,*CC(*)(C)C(=O)OCc1ccc(C=CC(=O)Oc2ccc(OC)cc2)cc1,0.33755795,47,2,9,5,0,3,train,352.3860000000001,134,61.83000000000001
671342841,*CCCCCCCCNC(=O)c1ccc(C(=O)N*)c(Oc2ccccc2)c1,0.35113383,43,2,10,3,2,2,train,366.4610000000001,142,67.43
671423635,*CC(*)(C)C(=O)OCCCCCCn1c2ccccc2c2ccccc21,0.35236027,40,2,10,2,0,1,train,335.44700000000006,130,31.23
671507896,*OC(CCCCC)CC(*)=O,0.36904255,17,2,8,2,0,1,train,142.198,58,26.3
671591388,*N/C1=N/OC(O)(O)O/N=C(/N*)C/C(N)=N/OC(O)(O)O/N=C(\N)C1,0.28254764,54,2,8,8,8,4,train,350.2480000000001,134,243.38000000000002
671751803,*Sc1ccc(Sc2ccc(Sc3ccc4c(c3)C(=O)N(N3C(=O)c5ccc(*)cc5C3=O)C4=O)cc2)cc1,0.38648084,69,2,4,4,2,4,train,538.6310000000003,178,74.76
672322123,*c1ccc(OCCCCCCCCCCCOC(=O)c2ccc(C(=O)OCCCCCCCCCCCOc3ccc(-c4nnc(*)s4)cc3)cc2)cc1,0.37335529,78,2,24,6,0,2,train,741.0070000000003,284,96.84
672610446,*C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(Oc4ccc(-c5nc6cc(*)ccc6nc5-c5ccccc5)cc4)cc3)nc2c1,0.41566433,82,2,1,2,0,1,train,604.6690000000002,220,77.86
673060988,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(C(c4cc(C)c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(C)c4)c4cccc5ccccc45)cc3C)cc1)C2=O,0.40356882,120,2,10,7,2,5,train,850.9270000000001,314,110.28999999999999
673094713,*Nc1ccc(-c2cccc(-c3ccccc3N*)c2)cc1,0.34307779,34,2,0,0,2,0,train,258.324,96,24.06
673172746,*Oc1ccc(C(c2ccc(OC(=O)c3ccccc3-c3ccccc3C(*)=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.3557624,72,2,5,4,0,2,train,542.4310000000002,198,52.6
673214221,*C=CC1CC(*)C2C(=O)N(c3cccc(F)c3)C(=O)C12,0.37532295,40,2,9,2,1,3,train,257.26399999999995,96,37.38
673225351,*c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c(F)c4)c4ccccc4-c4ccccc43)cc1F)C2=O,0.42499356,113,2,8,4,2,4,train,792.638,286,74.76
673445970,*CC(*)c1cc(C(=O)OCCCCCCCCCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,0.38816333,54,2,23,3,0,1,train,520.7980000000005,210,35.53
673499218,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.33962987,81,2,11,9,2,5,train,618.5980000000004,230,128.75
673704172,*CC(*)(C)C(=O)OCCOCCOC,0.33828721,22,2,9,4,0,1,train,188.22299999999996,76,44.760000000000005
673883343,*C[Si](*)(CCCC)CCCC,0.40581493,19,2,9,0,0,0,train,156.345,60,0.0
673984159,*CC(C(C)C)C(COC(=O)c1ccc(C(=O)O*)cc1)C(C)C,0.35713078,42,2,12,4,0,2,train,304.386,120,52.60000000000001
674610445,*Nc1c(N*)c(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1,0.37324371,56,2,0,0,2,0,train,410.5200000000001,152,24.06
674648279,*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.36239685,61,2,14,5,3,3,train,467.56600000000003,182,103.39
674773828,*Nc1ccc(/C=C/c2ccc(NC(=C(C#N)C#N)c3ccc(C(*)=C(C#N)C#N)cc3)cc2)cc1,0.4055685,65,2,10,0,6,3,train,436.4780000000001,158,119.21999999999997
674973559,*C(=O)OC1CC2CC(OC(=O)N3CCN(*)CC3)CC(C1)O2,0.33921521,41,2,14,5,2,2,train,296.323,116,68.31
675621867,*OC(=O)c1ccc(CCCCc2ccc(C(*)=O)cc2)cc1,0.35446575,37,2,6,3,0,2,train,280.323,106,43.370000000000005
676068988,*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,0.35653288,30,2,18,2,2,2,train,310.48199999999997,128,58.2
676116191,*Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)CCCC(*)=O,0.32224016,44,2,7,7,0,4,train,354.31400000000025,132,95.97
676718973,*Nc1ccc2c(-c3ccccc3)c3cc(N*)ccc3cc2c1,0.35297374,37,2,0,0,2,0,train,282.346,104,24.06
677190542,*c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(N4C(=O)c5ccc(NC(=O)Nc6cccc(NC(=O)Nc7ccc8c(c7)C(=O)N(*)C8=O)n6)cc5C4=O)cc3)ccc3ccccc23)cc1,0.35781631,123,2,6,8,6,6,train,919.91,336,188.37
677732142,*C(=O)Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,0.35682307,61,2,3,5,2,3,train,448.43400000000014,164,84.94
677771115,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OC(C)CC)cc1,0.34677139,60,2,14,7,1,4,train,467.5180000000003,180,107.99999999999999
677895437,*c1cc(-c2sc(-c3cc(CCCC)c(*)s3)cc2CCCC)c2cccccc1-2,0.45832341,49,2,8,0,0,0,train,402.6280000000002,142,0.0
