id,SMILES,FFV,smiles_len,count_star,count_C,count_O,count_N,count_equal,split
647273188,*CC(*)c1cc(C(=O)Oc2ccc(OCCCCCCCCCC)cc2)ccc1C(=O)Oc1ccc(OCCCCCCCCCC)cc1,0.37509747,70,2,24,6,0,2,train
647435977,*C(=O)NCCCCCCNC(=O)c1ncn(C)c1*,0.33524849,30,2,9,2,2,2,valid
647484326,*CCCCCCOC(=O)c1cc(OCCCCCCOc2ccc(N=Nc3ccc(C#N)cc3)cc2)cc(C(=O)OCCCCCCN2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,0.35510347,125,2,25,12,5,9,valid
648079347,*CC1CCCC(CN2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)C1,0.35269829,59,2,12,4,2,4,train
648145091,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(Oc7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)c2)cc1,0.35833955,101,2,4,9,2,4,train
648159856,*Nc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1c-2cc(C(C)(C)C)c(N*)c1C(C)(C)C,0.39847901,67,2,9,0,2,0,train
648267860,*CCOCCOCCOC(=O)NCCCCCCNC(=O)O*,0.33323045,30,2,14,6,2,2,train
648602021,*c1ccc(Nc2ccc(C3(c4ccc(Nc5ccc(S(*)(=O)=O)cc5)c(F)c4)c4ccccc4-c4ccccc43)cc2F)cc1,0.40886141,79,2,1,2,2,2,train
648833303,*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,0.34689579,45,2,2,3,2,2,train
649508995,*CCCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,0.31700681,51,2,13,4,2,2,train
649600195,*CCCCCCCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,0.35477028,63,2,17,5,2,5,valid
650082699,*Oc1c(C)cc(*)cc1C(C)CCCCCC,0.41283959,26,2,9,1,0,0,train
650711958,*CC(CO*)(CSCC)CSCC,0.41686273,18,2,9,1,0,0,train
651742804,*CC(=O)NCCCCCCNC(=O)COC(=O)CCCCC(=O)O*,0.32189128,38,2,16,6,2,4,valid
651985897,*OS(=O)(=O)c1cc(S(=O)(=O)Oc2ccc(C3(c4ccc(*)cc4)CCCCC3)cc2)ccc1C,0.36712523,63,2,7,6,0,4,train
652006110,*Nc1cc(N*)c2ccc3cccc4ccc1c2c43,0.33628882,30,2,0,0,2,0,train
652579546,*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5)cc4)n3)cc2)cc1,0.35683183,109,2,6,9,2,6,valid
652611709,*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)CC6CCC5C6)cc4)cc3)c2)cc1,0.36723415,79,2,9,4,2,2,valid
652803633,*Nc1ccc(/C=C/c2c3ccccc3c(/C=C/c3ccc(N*)cc3)c3ccccc23)cc1,0.3630577,56,2,4,0,2,2,train
652821562,*CCCCCCCCCOC(=O)CCC(=O)O*,0.3543665,25,2,13,4,0,2,train
654743416,*C(=O)Nc1ccc(-c2ccc(N3C(=O)CC(N4C(=O)c5ccc(*)cc5C4=O)C3=O)cc2)cc1,0.35106689,65,2,7,5,3,5,train
655941482,*Oc1ccc(OC(=O)c2ccc(C(C)(C)c3ccc(C(*)=O)cc3)cc2)cc1,0.35709066,51,2,5,4,0,2,train
656702107,*Oc1ccc(P(C)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,0.37833818,73,2,4,3,0,1,valid
657146499,*CCCCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,0.35494054,70,2,16,4,2,4,train
657445738,*CCOCCOCCOCCOCCOCCOC(=O)c1cc(OCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)cc(C(=O)O*)c1,0.34770487,74,2,21,12,0,2,train
658598412,*N=P(*)(C)C,0.35255216,11,2,2,0,1,1,train
658967063,*C(=O)NCCN(CCNC(=O)c1cccc(N2C(=O)c3ccc(*)cc3C2=O)c1)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,0.34009397,87,2,10,6,5,6,train
659061902,*C/C=C\C[Si](*)(C)c1ccccc1,0.37739733,26,2,5,0,0,1,train
659538579,*Nc1cc(-c2ccccc2N*)cc(-c2cc3cc4ccccc4cc3c3cc4ccccc4cc23)c1,0.36115778,58,2,0,0,2,0,train
659864655,*CCCCCCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,0.35035919,77,2,17,4,2,4,train
660205165,*Nc1ccc2c(c1-c1c(N*)ccc3c1CCCC3)CCCC2,0.36667006,37,2,8,0,2,0,valid
660253930,*c1ccc(-c2sc(-c3ccc(-c4cc(CCCC)c(*)s4)cc3)cc2CCCC)cc1,0.50077803,53,2,8,0,0,0,train
660384405,*Nc1ccc(-c2ccc(C3(c4ccc(-c5ccc(N*)cc5)cc4)CCCCC3)cc2)cc1,0.36004409,56,2,6,0,2,0,train
660515467,*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)(C)C)c3)cc1C(C)(C)C)C2=O,0.41254221,106,2,16,4,2,4,train
661619581,*C=Cc1sc(-c2ccc(-c3ccc(-c4sc(C=CC5=CC(=C(C#N)C#N)C=C(*)O5)c(CCCCCC)c4CCCCCC)s3)s2)c(CCCCCC)c1CCCCCC,0.42318746,99,2,36,1,2,5,train
661822184,*CC(=O)C(*)c1ccccc1,0.36460846,19,2,3,1,0,1,train
661865874,*C(C)=C(*)[Si](C)(C)CC[Si](C)(C)C,0.4237153,33,2,10,0,0,1,train
662156764,*Nc1cc(C)c(Cc2ccc(CCCCCCCCCCc3ccc(Cc4c(C)cc(N*)cc4C)cc3)cc2)c(C)c1,0.35745831,66,2,16,0,2,0,train
662815164,*Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1-c1cccc(C)c1,0.38304917,66,2,3,4,0,2,train
663037039,*Oc1ccc(C(C)(C)c2ccc(Oc3ccc4c(=O)n5c6cc(Oc7ccc8c(c7)nc7c9ccc(*)c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)cc2)cc1,0.38434287,112,2,3,5,0,2,train
663206655,*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1-c1cc(C)cc(C)c1,0.38469279,54,2,3,3,0,1,train
663564627,*C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)c(OCCCCCCS(=O)(=O)c2ccc(C=Cc3ccc(N(C)C)cc3)cc2)c1,0.3564308,135,2,16,10,5,9,valid
663963917,*C(=O)NNC(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(=O)NNC(=O)c3ccc(*)o3)cc2)cc1,0.37010873,79,2,4,4,4,4,train
664013994,*NCCc1c2ccccc2c(N*)c2ccccc12,0.33811641,28,2,2,0,2,0,train
664173456,*CC(*)(C)C(=O)OCC(=O)Nc1cc(C)on1,0.3312576,32,2,7,3,1,2,train
664256549,*Nc1ccc(C2(c3ccc(N*)cc3)CCC([C@H]3CC[C@H](C)CC3)CC2)cc1,0.36506372,55,2,13,0,2,0,train
664408041,*C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(*)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)c1,0.36836215,93,2,4,4,3,4,train
664447199,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC1=C(*)c2cccc3cccc1c23,0.41112209,79,2,12,6,0,1,train
664683374,*Nc1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1N*,0.34387937,36,2,0,0,2,0,train
664875746,*CC(*)(C)C(=O)OCCCCCCOc1ccc(OC(=O)c2ccc(OCCCCCCCC)cc2)cc1,0.3596616,57,2,19,6,0,2,train
664999383,*CCCCCCCCCCCCOc1ccc(C(C)Cc2ccc(-c3ccc(O*)cc3)cc2)cc1,0.38201502,52,2,15,2,0,0,train
665327981,*C=C(*)C(CCCCC)[Si](C)(C)C,0.42424985,26,2,11,0,0,1,train
665803754,*CCCCCCCNC(=O)N*,0.34708922,16,2,8,1,2,1,train
666199912,*C([2H])([2H])C(*)([2H])C([2H])([2H])[2H],0.3861434,41,2,3,0,0,0,train
666249832,*CC=CC[Si](*)(C=C)C=C,0.40464632,21,2,8,0,0,3,valid
666714004,*Oc1c(C)cc(-c2cc(C)c(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)c(C)c2)cc1C,0.40345957,60,2,5,3,0,1,train
666813875,*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccc(-c2nc3ccc([N+](=O)[O-])cc3o2)cc1,0.34475093,74,2,7,6,4,3,train
667460496,*CCCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,0.34741734,59,2,13,5,2,5,train
667477556,*Nc1ccc(-c2ccc(-c3ccc(N*)cc3)c3cc(C)ccc23)cc1,0.36429835,45,2,1,0,2,0,train
667584010,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(Sc7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6)cc5C4=O)cc3)cc2)cc1,0.36605169,101,2,4,8,2,4,train
667591489,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.34402774,78,2,9,8,2,5,valid
667840086,*CCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,0.35533448,50,2,28,6,2,4,train
668141599,*Oc1ccc(OC(=O)Oc2ccc(C(*)=O)cc2)cc1,0.33148318,35,2,2,5,0,2,valid
668621779,*Cc1cccc(CNC(=O)CCC2(CCC(=O)N*)c3ccccc3-c3ccccc32)c1,0.34266557,52,2,9,2,2,2,train
668704885,*c1ccc(Oc2ccc(-c3c(-c4ccccc4)c4c(c(-c5ccccc5)c3-c3ccccc3)C(=O)N(c3ccc(N5C(=O)c6c(c(-c7ccccc7)c(-c7ccccc7)c(*)c6-c6ccccc6)C5=O)cc3)C4=O)cc2)cc1,0.41683897,142,2,4,5,2,4,train
668824734,*CC(C)(CO)CO*,0.33612908,13,2,5,2,0,0,train
668903098,*C1CCC(CC2CCC(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)C(C)C2)CC1C,0.37632492,72,2,19,5,2,4,train
669620499,*CCSCc1ccc(Cc2ccc(CSCCOC(=O)CSCc3ccc(Cc4ccc(CSCC(=O)O*)cc4)cc3)cc2)cc1,0.36564834,70,2,14,4,0,2,train
669636470,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,0.36159124,99,2,4,8,2,4,train
669639800,*NC1CCC(CC2CCC(NC(=O)CCCCC(*)=O)CC2)CC1,0.35191825,39,2,19,2,2,2,train
670004959,*OC(COC(=O)c1ccc(C(*)=O)c(OC)c1)COc1ccc(N=Nc2ccc(C#N)cc2)cc1,0.35609742,60,2,7,6,3,3,train
670279906,*C(=O)Nc1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(C7(c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)CC8CC7C7CCCC87)cc6)cc4)C5=O)cc3)cc2C(C)(C)C)cc1,0.38634779,176,2,24,10,4,6,train
670455816,*CCOCO*,0.34034968,7,2,3,2,0,0,train
670472475,*c1cccc(N2C(=O)c3ccc(Oc4cc5ccccc5cc4Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,0.37256174,72,2,4,6,2,4,train
670589484,*Nc1ccc2cccc(-c3cccc4ccc(N*)cc34)c2c1,0.35323413,37,2,0,0,2,0,train
670939419,*CCc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(CCOC(=O)c4cccc(C(=O)O*)c4)cc3)c2)cc1,0.34340117,70,2,8,6,2,4,train
671093250,*c1ccc(Oc2ccc(C(C)(c3ccccc3)c3ccc(Oc4ccc(-c5nc(-c6ccccn6)nnc5*)cc4)cc3)cc2)cc1,0.39778842,78,2,2,2,0,0,train
671188865,*CC(*)(C)C(=O)OCc1ccc(C=CC(=O)Oc2ccc(OC)cc2)cc1,0.33755795,47,2,9,5,0,3,train
671342841,*CCCCCCCCNC(=O)c1ccc(C(=O)N*)c(Oc2ccccc2)c1,0.35113383,43,2,10,3,2,2,train
671423635,*CC(*)(C)C(=O)OCCCCCCn1c2ccccc2c2ccccc21,0.35236027,40,2,10,2,0,1,train
671507896,*OC(CCCCC)CC(*)=O,0.36904255,17,2,8,2,0,1,train
671591388,*N/C1=N/OC(O)(O)O/N=C(/N*)C/C(N)=N/OC(O)(O)O/N=C(\N)C1,0.28254764,54,2,8,8,8,4,train
671751803,*Sc1ccc(Sc2ccc(Sc3ccc4c(c3)C(=O)N(N3C(=O)c5ccc(*)cc5C3=O)C4=O)cc2)cc1,0.38648084,69,2,4,4,2,4,train
672322123,*c1ccc(OCCCCCCCCCCCOC(=O)c2ccc(C(=O)OCCCCCCCCCCCOc3ccc(-c4nnc(*)s4)cc3)cc2)cc1,0.37335529,78,2,24,6,0,2,train
672610446,*C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(Oc4ccc(-c5nc6cc(*)ccc6nc5-c5ccccc5)cc4)cc3)nc2c1,0.41566433,82,2,1,2,0,1,train
673060988,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(C(c4cc(C)c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(C)c4)c4cccc5ccccc45)cc3C)cc1)C2=O,0.40356882,120,2,10,7,2,5,train
673094713,*Nc1ccc(-c2cccc(-c3ccccc3N*)c2)cc1,0.34307779,34,2,0,0,2,0,train
673172746,*Oc1ccc(C(c2ccc(OC(=O)c3ccccc3-c3ccccc3C(*)=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.3557624,72,2,5,4,0,2,train
673214221,*C=CC1CC(*)C2C(=O)N(c3cccc(F)c3)C(=O)C12,0.37532295,40,2,9,2,1,3,train
673225351,*c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c(F)c4)c4ccccc4-c4ccccc43)cc1F)C2=O,0.42499356,113,2,8,4,2,4,train
673445970,*CC(*)c1cc(C(=O)OCCCCCCCCCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,0.38816333,54,2,23,3,0,1,train
673499218,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.33962987,81,2,11,9,2,5,train
673704172,*CC(*)(C)C(=O)OCCOCCOC,0.33828721,22,2,9,4,0,1,train
673883343,*C[Si](*)(CCCC)CCCC,0.40581493,19,2,9,0,0,0,train
673984159,*CC(C(C)C)C(COC(=O)c1ccc(C(=O)O*)cc1)C(C)C,0.35713078,42,2,12,4,0,2,train
674610445,*Nc1c(N*)c(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1,0.37324371,56,2,0,0,2,0,train
674648279,*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.36239685,61,2,14,5,3,3,train
674773828,*Nc1ccc(/C=C/c2ccc(NC(=C(C#N)C#N)c3ccc(C(*)=C(C#N)C#N)cc3)cc2)cc1,0.4055685,65,2,10,0,6,3,train
674973559,*C(=O)OC1CC2CC(OC(=O)N3CCN(*)CC3)CC(C1)O2,0.33921521,41,2,14,5,2,2,train
675621867,*OC(=O)c1ccc(CCCCc2ccc(C(*)=O)cc2)cc1,0.35446575,37,2,6,3,0,2,train
676068988,*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,0.35653288,30,2,18,2,2,2,train
676116191,*Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)CCCC(*)=O,0.32224016,44,2,7,7,0,4,train
676718973,*Nc1ccc2c(-c3ccccc3)c3cc(N*)ccc3cc2c1,0.35297374,37,2,0,0,2,0,train
677190542,*c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc(N4C(=O)c5ccc(NC(=O)Nc6cccc(NC(=O)Nc7ccc8c(c7)C(=O)N(*)C8=O)n6)cc5C4=O)cc3)ccc3ccccc23)cc1,0.35781631,123,2,6,8,6,6,train
677732142,*C(=O)Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,0.35682307,61,2,3,5,2,3,train
677771115,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OC(C)CC)cc1,0.34677139,60,2,14,7,1,4,train
677895437,*c1cc(-c2sc(-c3cc(CCCC)c(*)s3)cc2CCCC)c2cccccc1-2,0.45832341,49,2,8,0,0,0,train
678137113,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,0.37813384,116,2,10,6,2,4,valid
678912517,*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C)cc2)cc1,0.3526035,49,2,12,5,0,2,train
678917308,*CC(C)(C)C(=O)O*,0.3478783,16,2,5,2,0,1,train
679096847,*c1cc(-c2sc(-c3cc(CCCCCCCCCCCCCC)c(*)s3)cc2CCCCCCCCCCCCCC)c2cccccc1-2,0.42191423,69,2,28,0,0,0,train
679122345,*OP(=O)(Oc1ccc(Cl)cc1)Oc1c(Cl)c(Cl)c(*)c(Cl)c1Cl,0.35896209,48,2,5,4,0,1,train
679270138,*Nc1ccc2c(c1)C1(c3cc(N*)ccc3-2)c2cc(C(C)(C)C)ccc2-c2ccc(C(C)(C)C)cc21,0.401012485,69,2,9,0,2,0,train
679274532,*Nc1cc(C)c(Cc2ccc(CCCCCCCCCCCCCCc3ccc(Cc4c(C)cc(N*)cc4C)cc3)cc2)c(C)c1,0.36028075,70,2,20,0,2,0,train
679404420,*c1ccc(-c2ccc(N3C(=O)c4c(c(-c5ccccc5)c(-c5ccc(Oc6ccc(-c7c(-c8ccccc8)c8c(c(-c9ccccc9)c7-c7ccccc7)C(=O)N(*)C8=O)cc6)cc5)c(-c5ccccc5)c4-c4ccccc4)C3=O)cc2)cc1,0.41331877,154,2,4,5,2,4,train
679533117,*Nc1ccc([C@@H](c2ccccc2)c2ccc(N*)c([C@@H](c3ccccc3)c3ccc(N)cc3)c2)cc1,0.36527705,69,2,2,0,3,0,valid
679561961,*CCCC(*)(C)C,0.4001286,12,2,6,0,0,0,train
679722974,*c1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4ccc(-c5ccc(*)nc5)cc4)cc3)cc2)cc1,0.38782954,70,2,0,3,0,1,valid
679930104,*Oc1ccc(NC(=O)c2cc(-c3ccc(C(=O)O)c(C(=O)Nc4ccc(*)cc4)c3)ccc2C(=O)O)cc1,0.32759097,70,2,4,7,2,4,train
680389374,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(OP(=O)(Oc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c3ccccc3)c1)C2=O,0.36051533,88,2,5,8,2,6,train
680463465,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,0.37707713,72,2,2,6,0,3,train
680864768,*Nc1ccc([C@H](CCC)c2ccc(C3(c4ccc([C@@H](CCC)c5ccc(N*)cc5C)cc4)CCC(CC)CC3)cc2)c(C)c1,0.37733794,83,2,18,0,2,0,train
680937306,*c1ccc(Oc2ccc(-c3nc4ccc(-c5ccc6nc(*)c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,0.41401327,99,2,0,1,0,0,valid
680984529,*CC(*)(C)C(=O)OCCCCCC(=O)Oc1ccc(OC(=O)c2ccc(OCCCCCC)cc2)cc1,0.35200857,59,2,17,7,0,3,valid
681027587,*Nc1ccc2c(c1)C(C)(C)C[C@@]2(C)c1ccc(C)c(N*)c1,0.36931693,45,2,7,0,2,0,train
681043697,*N[C@H]([C@H](N)CO)[C@@H](C=O)N*,0.29472279,32,2,5,2,3,1,train
681148438,*c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(Oc4ccccc4Oc4ccc(NC(=O)c5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,0.35765062,129,2,9,8,4,6,train
681382026,*CC(c1ccccc1)C1C(=O)N(CCCOc2ccc(-c3ccc(C#N)cc3)cc2)C(=O)C1*,0.3562068,59,2,10,3,2,2,train
682392464,*CC(OCC(C)C)C(C)(C(=O)OC)C(*)(C)C(=O)OC,0.36938061,39,2,14,5,0,2,train
682727526,*C1C(=O)N(c2ccccc2C(=O)OCC)C(=O)C1*,0.37540296,35,2,7,4,1,3,train
682848245,*c1cccc(Oc2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,0.36290404,68,2,4,6,2,4,train
683188751,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC(*)=O)cc2)C(=O)OC(C)CC)cc1,0.35282718,64,2,18,7,1,4,valid
683707675,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc([Si](C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.37681981,71,2,7,4,0,2,train
684755734,*OP(=O)(Oc1ccccc1)Oc1ccc(-c2ccc(*)cc2)cc1,0.34952529,41,2,0,4,0,1,train
684934727,*Nc1ccc(/C(C)=C(/CCC=C)c2ccccc2-c2ccc(N*)cc2)cc1,0.36161485,48,2,7,0,2,2,train
685115474,*Oc1ccc(C2(c3ccc(Oc4ccc(C(=O)c5ccc(*)cc5)cc4)c(C)c3)CCC3CCCCC3C2)cc1C,0.39820678,69,2,13,3,0,1,train
685261613,*Nc1ccc2c(c1)C(CC[C@@H](C)CCCC(C)C)(CC[C@@H](C)CCCC(C)C)c1cc(N*)ccc1-2,0.3674647,70,2,21,0,2,0,train
685427135,*OC(CCc1ccccc1)CC(*)=O,0.35135423,22,2,5,2,0,1,train
685579898,*Oc1c(C)cc(-c2cc(C)c(Oc3ccc(C(=O)c4ccccc4-c4ccccc4C(=O)c4ccc(*)cc4)cc3)c(C)c2)cc1C,0.40252214,82,2,6,4,0,2,train
686272948,*c1ccc(NC(=O)c2cc(C(=O)Nc3ccc(-c4nnc(*)o4)cc3)cc(N3C(=O)c4ccccc4C3=O)c2)cc1,0.36231124,75,2,4,4,3,4,train
687447085,*c1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7ccc(-c8nc(*)c(-c9ccccc9)[nH]8)cc7)[nH]c6-c6ccccc6)cc5)cc4)cc3)cc2)cc1,0.40004414,121,2,2,4,0,2,valid
687545221,*CCC=C(*)c1ccccc1,0.38403531,17,2,4,0,0,1,train
687772920,*CCN(CCCCCOc1ccc(N=Nc2ccccc2)cc1)CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,0.35497879,71,2,12,5,5,3,train
687864744,*Oc1ccc(C2(c3ccc(Oc4ccc(C(=O)Oc5ccc(C(C)(C)c6ccc(OC(=O)c7ccc(*)cc7)cc6)cc5)cc4)cc3)CCC(C(C)(C)C)CC2)cc1,0.37364551,103,2,15,6,0,2,valid
688101886,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Cc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,0.37198635,72,2,6,5,2,5,train
688122210,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(CCC(=O)O)c4ccc(*)cc4)cc3)cc2)cc1,0.36717423,67,2,5,6,0,3,train
688609690,*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCCCCCCCCCC6)cc5)cc4C3=O)cc2)cc1,0.38469309,105,2,17,6,2,4,train
688616302,*CCCCCCCCNC(=O)NCc1ccc(CNC(=O)N*)cc1,0.33930014,36,2,12,2,4,2,train
688656899,*SCC(=O)NN=Cc1ccc(OCCCCCCCCCCOc2ccc(C=NNC(=O)CSc3nnc(*)s3)cc2OC)c(OC)c1,0.36310288,71,2,18,6,4,4,train
688760840,*OC(COC(=O)c1cccc(C(*)=O)c1)COc1ccc(N=Nc2ccc(C#N)cc2)cc1,0.35979025,56,2,6,5,3,3,valid
689174669,*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3cc(F)c(*)cc3F)ccc1-2,0.41547343,61,2,17,0,0,0,train
689311182,*CC(O)COC(=O)C1CCC(C(=O)OCC(O)COc2ccc(C(C)(C)c3ccc(O*)cc3)cc2)CC1,0.334916,65,2,17,8,0,2,train
689497002,*CC(*)C(=O)OCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,0.3457648,52,2,11,6,1,3,train
689573357,*CC(*)c1ccc([Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)cc1,0.48916637,60,2,11,3,0,0,train
689602556,*c1ccc2cc3cc(-c4sc(-c5cc(CCCCCCCCCCCC)c(*)s5)cc4CCCCCCCCCCCC)ccc3cc2c1,0.4098993,70,2,24,0,0,0,train
689672575,*c1c(C)cc(-c2cc(C)c(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)c(C)c2)cc1C,0.38990238,106,2,11,6,2,4,train
690246774,*CC(O)COC(=O)c1cccc(C(=O)OCC(O)COc2ccc(C(C)(C)c3ccc(O*)cc3)cc2)c1,0.33980018,65,2,11,8,0,2,train
690444653,*c1cccc(-c2nc3cc(-c4ccc5[nH]c(*)nc5c4)ccc3[nH]2)c1,0.41970878,50,2,0,0,0,0,train
690772081,*CCOCCOC(=O)CCCCC(=O)O*,0.33115638,23,2,10,5,0,2,train
691002570,*c1ccc(-c2ccc(-c3cc(-c4ccc(Oc5ccc(-c6cc(*)nc7ccccc67)cc5)cc4)c4ccccc4n3)cc2)cc1,0.39515201,79,2,0,1,0,0,train
691154706,*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,0.37003556,43,2,23,4,0,2,train
